Text,Actual HS,Predicted HS
ko cebong g ade cerdas,1,1
kasih bukti pojok mlipirnya kemanamana nama cacat logika,1,1
fadli zoon politik si politik nkri yg sejarah lupa pribadi partainyasadarlah biar kaco negara iniyuk bela bantu presiden jokowi makmur,0,0
emang babi yg buntut hihihi unicorn,0,0
data curang bro klik linknya donk biar tau jkw curangklo bukti curang mesti prabocor menang dlm sidang gugat brolha saksi aja dagel umbar bilang curangbner fahri,1,1
komisi i dpr ri harap mutasi perwira laku panglima tni,0,0
puisi untukmunelu bajingannwajahmu setannmulutmu iblisnmengaku manusianpadahal binatang mesumnn seni nyet,1,0
maaf poto halte taman anggrek tolong donk nama sparman pisah dgn nama podomoro city nama orang pahlawan revolusi elok tulis sparman podomoro city,0,0
maju lu anjing,1,1
provinsi gorontalo visi misi gubernur sektor ikan laut salah program prioritas tingkat ekonomi rakyat bangun sektor ikan laut harap,0,0
bati nonton bola angin masuk euy,0,0
malumaluin gerindra admin spt,1,1
timnas cacat mental dy prestasi km toreh indonesia ketua mundur o edan jabat,1,1
kerja lokal kalo cari yg patut disalahin kerja asing beda bicara cari solusi,0,0
massa kerumun malam sengaja provokasi rusuh ciduk lempar tuding perintah pro komunis ah basi,1,1
mls deh gwa baca nya emg sok ganteng bgt si lw onta,1,0
hmmm cium aroma aroma jablaynnpantes ae bangsat yoj pergi lu,1,1
trus islam ga kitab suci logika lu jatuh palung jawa gitu model tau arti fiksi kbbi,0,1
lowong cpns gk sma derajat diskriminasi perintah jokowi,1,1
lesbi anjir homor wkwk,0,0
gw ngimpi sentilin biji babi ahok pcetar pcetar langsung die ngadu jkw jkw makanye sunat bru ngomong almaidah,1,1
indonesia ngapa ya tolol bencong up udah gak nonton tv gak buka sosmed gue,0,1
seni budaya artis event,0,0
bottom tato y msih sempit kontol gw smpe kena taik mantappppppppp,0,0
tuju musuh adlh teroris budha myanmar biksu amp militer nya tp borobudur adlh waris leluhur,1,1
si banci bikin sensasi nihh,1,1
cantikk banget cipp mata sipit gitu yaaa imut bangett,0,0
banci anjr wkwkwk,0,0
tomy kena pasal lap korupsi bunuh hakim agung tp diskon besarbesaran era sby,1,1
jokowi harap skema kerja laku pembangunanpembangunan,0,0
allahu akbar gaduh ahok rakyat fpi bubar gmbi copot kapolda jabar penjara ahok,1,1
retweeted nana kutip erdogan ajak anies salat samping anies apit erdogan menteri menteri energi berat albayrak saf kelas gubernur,0,1
teriakteriak baca buku karya samuel tumanggor orang mantan aktivis gera mahasiswa kristen indonesiannpada halaman beliau tulis kristen w,0,0
klaim perintah gagal tangan banjir warga miskin tingkat eksekutif legislatif bego,1,1
lesbi sih lesbinntp org lesbi hati bwosnnjangan semenamena lantas lo jadiin udah ngebucinin lo cuman cadang,0,1
polri tangkap prabowo hina presiden media sosial hukum hina jokowi megawati,1,1
yg teriak mnakuti rakyat dgn mnyebut presiden jd periode lawan prabowo bs d adlh agen ganda bayar utk mpromosikan tkoh ttntu spy rakyat jd bingung pecah suara,0,0
nyata partai maling,1,1
yg antek asing sebenranya respect kerja presiden jokowi jajarannyalanjutkan jokowi anjing gonggong kafilah,0,0
perhatiancara chef barat nilai salah ttg ayam rendang terfikir salah nilai seni cat sastera filem hasil seni budaya belah kaca mata cita,0,0
bodoh tepatin janji urus yg jd presiden,0,0
adatnye jelekndia jelekkin sendirinsupaya ngelolosin maksudnkayak bom bunuh rupa kacrut,1,1
laku jamu teh petang mahasiswa universitas pattimura tulis universitas katolik indonesia malu ukim laku kuliah esok diplomasipublik,0,0
tiada ngomongin udah kuota iya udah,0,0
kecoa komplain bahasa cina umumsedangkan bahasa inggris tidk depermasalahkankarena kecoa takut org bulepengecut doang,1,0
efek tgb kayak bnyk bicara dadak udah kek cebong ya nogahjadicebong,1,1
aset indonesia ambil orang asing freepodi ambil amrik,1,0
he hehe suka jual goreng rezim jokowi,1,1
tae luh maho ya,0,1
rabi rabinaku yahudi,0,0
seyogyanya benci ilfil keparat otak sumbu pendek modal sandang,1,1
sejarah himpun bersih julai sejarah juang rakyat lawan rejim demonstran tangkap himpunannnre,0,0
masuk umat orang yg hormat orang tuatidak sayang mulia alim ulamahr ahmad thabrani hakim,0,0
jelang pilkada anggota polsek tegalrejo polres magelang sambangdds tokoh agama,0,0
because agama iman bela tdk nista agamadosa tdk adl milik si maha cipta duniamengampuni kasih adl yg,0,0
warga baduy selesai tradisi seba pendopo pemkab lebak temu gubernur banten wahidin halim sabtu,0,0
weh aq yg amek kesah pasal raja ni bodo je as long as aq hidup tenang beban cukop,0,0
gak habis benci aniessandi,1,1
pki,0,0
miris sekarnag imporr cangkul aja impor ahli cebong tukang tipu cebong mah gitu goblok nggak ketulungan plonga plongo akibat optimisme plongaplongo dunningkrugereffect,1,1
ustad tukang fitnah tuduh jokowi pki tangkap,1,1
wkwkwktergerus iq nya cebong,1,1
enak bgt yah om jawabannyanngmn klo udah bom sby jgn debat sangka udah tinggal,0,1
orang gila aja percaya klo kelas langsung ditelancebong g otak,1,1
abraham samad ogah menteri calon presiden,0,0
jokowi cinta papua jokowisayangipapua,0,1
lo sarkas emang bego si,1,1
tolol bukti aja,1,1
emang berani indonesia republik rakyat cina,1,1
situ adil kelen negra republik cebong hoax maaih kejar,1,1
ga ngpain lu komen tolol,1,1
masyarakat pribumi san,0,0
gubernur presiden sukses ya moga allah mudah urus,0,0
lupa twitter instagram kalo foto yg komen ih cantik cantik,0,0
bhabinkamtibmas desa sidoharjo polsek pringsewu kota brigpol aris s sambangsilaturahmi kantor lsm gmbi yg desa sidoharjo ajak anggota gmbi peran aktif jaga kamtibmas jelang pilih gubernur wakil gubernur,0,0
islam nusantara bukti gagal rubah yahudi israel rahmah,0,1
huehue si mahfud md udah ngikutin geng si wowok oposisi tolol,1,1
bener prabowo aja pergi rohingya jgn kritik doang,1,1
menung ending movie sicario smlm yahudi ending,0,0
ayo si tua bangke dukung kampret,1,1
prof jeffrey winters jokowi presiden lemah sejarah indonesia anisa bahas prof jeffrey winters bagus anlisa bahas akrg byk,1,0
senang gak kayak gitu biar rakyat tau cocot setan bingung hadap,1,1
kosong malam lintas benak senyum hati si brengsek bikin rindu,0,1
cepet cepet anak ka lucu sipit hehehe,0,0
mikir dar baca aja kannntapi sadar gasadar sih disadarin nerima lgbt baca ff mudah ngeimajinasiin bias other bias bxb yahhhh deh pokok,0,0
beritaislam rizal ramli pasca gubernur dki jakarta sejuk tenang,0,0
daruratduniaperadilanindonesia adil negeti ajang benci sara si dakwa iman hakim iman ringan hukum beda agama hukum berat berat kecuali sogok pake duit adil indo,1,0
ngentot enak,0,0
anggap non muslim kafir harbi jihad arti perang dll,0,1
neo komunis antek cina sebentar musnah dr negeri,1,1
jokowi anti islam,1,1
jam gin ganti baju gembel rumah tanda tida kemanamana,0,0
keluarga pki negara pancasila berbhinneka tunggal ika keluarga nya,0,0
baca ttg harun yahya yg belot kubu yahudi dgn freemasonry nyakdg suka ga percaya,0,0
badan pusat statistikmencatat nilai ekspor indonesia maret capai miliar alami tingkat banding ekspor februari simakgt,0,0
lhapembunuhan munir era yak ka bin nya yak pd pilih presiden jd tim sukses jkw,1,1
assalammualaikum pakkapan ya video hina presiden angkat ilc biar tau adil siapatrima kasihwassalammualaikum,0,0
suka temen bang smp sengaja tau mampus gak tuh,0,1
pilkada damai aman damai martabat,0,0
bodo bngs uas,1,0
wkwkw kadang suka bingung rangorang yg bikin janji iblis tanggung gitu ga bikin janji kaya maslahat umat dah hidup adala manfaat orang,0,0
ohiya maaf ya setan,1,0
bacot la njer sok intelek kek telek,1,1
korupsi ngibul jamaah nggak haram haram makan indikasi kandung dna,0,1
bom sampe nih,0,0
janji indah rakyat terenyuh sayang janji fakta bohong ri pimpin tipu rakyat,1,1
lengkap tim anies sandi cabul makar,1,1
ank udik minggir gak,1,1
buah negara coba asai komunis,1,0
mari lihat parah jakarta ahok lantik gubernur,1,1
sakjane awak kuliah iku diapusi dosen karo fakultas besok kl dah lulus kuliah km pimpin negarapak tung presiden anak kepingin anak dosen,0,0
anjir wkwkwkwk nete banget nih,0,0
anjing babi monggo kenan,0,0
wasit picek,1,1
grup wa kantor ad yg posting bude sumiyati ig story temen jg notice sih trus kepo liat profil anjir koplak,0,0
sembak camp jual zuzu zapi murninmaw zuzu zapi or kambink or quda or onta or zebra murninpasti sy tutup idung pas minum he,0,0
coba yg suka ngatain kpop banci heboh kalo ngomongin drakor maap maap aja ya nih mas mba drakor yg lo tonton yg idol loh,0,0
cebong dongo notak jongkok,1,1
luhut si muka bajing skrng perusahaany bnyk duit dr mn,1,1
harap kemagama gelar diskusi buka adab sy,0,0
yo jual seh koh mata ii picek ta ga isa liak tas njlentrek sak taek ndayak ndek tokokuntas kulit lumpia sek kosong ga ken tas kulit kadal koh cocok ilat,1,1
cina pake nada yg anu hm,0,0
hormat hindu makan daging hormat islam makan babi,0,0
china pantesan org korea,0,1
susu monyet liar yee,0,0
,0,0
tu kena g tgk peti bh pasal isu tarikh pru tu tghh bg kecam federal dana nak boost ekonomi dlm industi ong skrg tranung patut negeri kaya dah ni nak,0,0
mata picek a duit gak maksa beli hutang release bank entar bayar dana gak urus dungu plus koplak ambil,1,1
contoilah demokratnjangankan separtainbesanpun dipidanakannpdip isi bajing,1,1
terang benderang boediono wapres dzholimnya bohong rakyat anak buah tutup ekonomi indonesia runtuh tdk menyelamatka bank century rr ba,1,1
anjir gue udah bener banget nyata zonk,0,0
butuh bom cinta kasih tulus,0,0
jawa tinggal gereja katholik jawa konon temen khatolik digreja khotbah pakai bahasa jawa kunokrama kromo alusjawa alus,0,0
maaf sianu mah cocok mustafa kemal almarhum,0,1
awas bintit lu ngintipin titit kucing,0,0
allah swt paham toleransi hrs buang ajar toleransi indonesia gabung sabangmerauke,1,1
hanjing maju lu babi,1,1
kali copot spanduk tangkap mrk yg masang konsekwensi dr cela bravopolri,0,0
rezim anti islam pro komunis insyaallah saksi hancur,1,1
gin aja tempeng aja tuh bocah ngancam presiden liat gimana reaksi kacung nya,1,1
tai sombong banget ga ngajak,1,1
kristen nusantara hindu nusantara budha nusantara katolik nusantara protestan nusantara khong hu tju nusantara yg nusantara koes plus wkk wkkk,0,0
arti nista agama kitab suci nyata fiksi,0,0
deh nangkring nangkring pohon ya susah bedain kunti,0,0
hahaha bener lo gilir majikan mesum taon si kunyuk mingkem sok suci ngatain mikirin sex muke lacur lu nyuk,1,1
mck micin cebong kampret,1,1
gerombol gabung partai sinting indonesia psi mayoritas dukung nista islam ahok laknatullah,1,1
pake dana bank asing bank bumn arti dana dpt ngutang jg sblmnya pmrnth sdh saham fi plus rio tinto arti nambah doankdivestasi akal,0,0
prediksi togel hongkong kamis maret main jaga monyet,0,0
eks sono kolam j luh bong bangsad,1,1
bogel kunyuk hehe,0,0
orang tegak khilafah tuduh radikal nkok orang sebar paham komunis nggak apain,1,0
preman kampung monyong putih kasih panggung rusak acara enek liat,1,1
kau sesal bangsad v nkarna sakit aja gak ngapangapain tunggu aja sehat ya lihat lakuin bangsad kau,1,1
tolol bangsad,1,1
sadar kalo bom takjil malang facepalm,0,0
cebong bela junjung citra tipu dri rezim anti islam,1,1
bismillah melayu raya tanah melayu macammacam nama dengar kaji jajah tanah melayu thread kupas serba bani jawi,0,0
sprti pilkada dki nyata ahok elektabilitasnya calon tunggal tdk yg yg kalah ahok cukong lupa media sosmed yg tdk monopoli maju cagub eletabilitas ahok gerus,0,0
berita lucu akrobat politik laku gerus elektabilitas presiden jokowi,0,1
jd tau fiksi berkat rocky tp sreg kitab suci fiksi khusus kitab suci al quranjd tau pandangn ulama ttng yg rocky,0,0
petamina rugi garuda rugi pln rugi kai rugi bumn rugi rugi rakyat indonesia pimpin orang dungu rugi massal,1,1
jgn org cina indonesia,1,1
gila yah rezim jongos cina,1,1
noob ah tidur alamak,0,0
orang gaung gaungin kampanye pribumi kuasa kayak whitenationalist poland kampanyein supremasi kulit putih relijiusfasis beda judul aja tema katolik kulit putih islam pribumi,0,1
jd lampias nafsu mu syg pepek mami buka sambut hadir kontol mu syg,0,0
nyambung dr twit sebelumnyanalhamdulillah udah terima kerja daerah tangsel mayoritas kantor agama katolik yg kristen amp bbrp yg islam,0,0
salah yusril lupa uu pilkada dprd sdh sah sby dibully hbs mefsod ad mnmensesneg sby ttd uu jepang saran yusril sby tolak ttd sy bilang mnuud tolak laku lacak j,0,1
sore masnyaahh banci pengkol aja mandi,0,0
pkl wib kanit binmas ipda mt hutasoit melaks sambang kamtibmas ttg pilgub pilkada kpd karyawan bri ranting muara damenra sihite dkk desa hutanagodang kec muara kab tap utara,0,0
pintar tolol tipis batasnyannfahri pergi toko minum keras kendara sepeda beli,0,0
setya novanto kebal madara kayak kalo entar mati tinggal edotensei,1,0
kafiryahudi nyerang suriah senang bahagia wahabi anehnwahabi antek kafir,1,1
langgar undangundang,0,1
ya allah gusti kenapa diam,1,0
engcer kek eeq mencret ya,0,0
dimall mama hilang security bentar ya cek cek u org tua asu yg hilang,0,0
beban hidup tingkat bani sumbu pendek kopar kapir mrk job demo krn udh ga laku,1,1
hoax bani cebong,1,1
netijen jokowi diktator jokowi pro cina jokowi pro rakyat,1,1
hmmm kl ga dukung sih aja tetep biar tindas gimana ya km g tuju kayak yg blg u sorta let it happen kl km ga suppomereka bisu dlm lgbt yes no,0,0
pp perintah pegang izin usaha tambang iup izin usaha tambang khusus iupk saham milik asing laku divestasi saham persen tahap,0,0
nama rejim jungkir ga malu ken periode sori ya ane mah pilih ganti residen,1,0
tgb zainul majdi,0,0
gila ya jaman orang goblok main twitter,1,1
lucu kalo org yg polisi rg krn rg scr specifik kitab agama panggang api,0,0
subeyers aselik ga enak banget yanada prestasi rezim subeye dienyek taon ngapain aja subeye sasar sisa rezim jabat tuh prestasi biar ga dienyek mulu,1,1
ra tutup wis budek o mba wkwkwk,0,0
mantan menteri hrsnya jaga wibawabknnya turun berita hoaxyang ribut asli kalianhbs salah oon,1,1
pers dorong tipu islam buka indonesia bebas jerat islam,1,1
ngebunuh musuh ngebunuh minion ngebunuh turtle ngebunuh monster hutan assist ngancurin turret dllnnambil lu ml atm wkwkwkw kampret xd,0,0
h imam munandar gubernur riau periode gelar datuk sri,0,0
ga bang presiden yg kalo gin trus gimana yg,0,0
cebong pke seragam biar ga ketahuaneh lihat dungu,1,1
kafir arti tutup hati muslim arti selamatnnon muslim selamatnorang islam senang bilang non muslim orang yg selamat ketimbang bilang kafir orang yg tutup hati,0,0
jembatan tuban ambruk resmi presiden soeharto,0,0
karna mreka lawan lg ps kmbali kalah lawan jkw,1,1
dih najis bulepotan,0,1
koar ngaku anti aseng amp asing pas pilkada pilpres aja,0,0
revolusi muhammad konstruksi sosiologis arab jahiliyahmengubah buah dogma budaya pagan dominasi suku yg feodal masyarakat kelas kurun jiwajiwa yg bersih yg menang revolusi jiwa,0,0
ganti presidennyang suka umbar janji lengser,1,1
menang curang ya demokrasi cacat,0,1
nama jg simpang susun bundar semanggi oom habib waras dasar katrok lo oom,1,1
lengerkan jokowi megawati lengser ahok lengser ahok padam lilin nusantara,1,1
success story ganjar pranowo gubernur jateng lupabolehngawurjangan kamiganjaryasin pdiperjuangan,0,0
umat islam kecewa marah thdp rezim manusiawi krn ulama kriminalisasi anti sampe kpnpunsikap saveustadalfian,1,1
orang kristen sok tau islam lunnklo ga tau islam ga komen lu sunat sono komen,1,1
palestina fakta november pbb tuju mandat britania raya palestina resolusi pbb dukung negara negara tolak netral wilayah tanah palestin,0,0
yaelah lu lihat film pki trus rujuk baca buku manai sophiaan njudulnya hormat yg hak nnbiar lu melek politik suharto nbanyakin baca posting gambar kartun biar nda,0,0
mbak sylviana please sehat debat final pilkada jkt perjuangan belum selesai,1,0
kalo denger nama nusantara inget lagu koes plus jamal mirdad bayang nama tokoh pki yg eksekusi mati abri hehee tebak coba,0,0
yaudah pantat panci,0,0
asa suci nih sianying goblok,1,1
kritik kritik reaktif nama agama pilih diam nyata diam bukti si bajak agama,1,1
minminnpa gak bhn laennitu indonesiaanntp cocot otak pnh napsu kuasa,1,1
oiya geblek auto nyanyi,0,0
katholik ya doa pake rosario suci masuk katerdral puasa paskah,0,0
mundur pecat untung gatot gak lus,1,1
adi gaya lu kaya beruk gin klo supir tembak metromini masuk dprnkampungan lu,1,1
usir budha indonesia notabene mayoritas china,1,1
timses pasang calon pilgub jatim apresiasi debat kandidat,0,0
jujur percaya allah swt perintah penggal kafir tuhan lukman,1,1
sambut ketua dpd golkar lumajang sudjatmiko putus partai kofifah indar parawansa calon gubernur emil elestianto dardak calon wakil gubernur jatim partai golkar bulat khofif,0,0
dasar ulama cebong,1,1
pks partai lacur beyek germonnapakah pks sadar beye otak kriminalisasi lhi islam khianat prabowohatta curang pilpres hancur citra islam sdh susup antek be,1,1
